survey,survey_year,species_code,sex,age,agepop,mean_length,standard_deviation
GOA,2013,30060,2,32,476672.5,450,0
GOA,2013,30060,2,33,1200627.5555555555,440,0
GOA,2013,30060,2,34,4350062.055555556,422.6632047918294,16.228700406869287
GOA,2013,30060,2,37,1492821.7142857143,430,0
GOA,2013,30060,2,38,2442692.3870967743,400,0
GOA,2013,30060,2,40,329106.5,460,0
GOA,2013,30060,2,51,48703.5,480,0
GOA,2013,30060,2,57,476672.5,450,0
GOA,2013,30060,2,-9,274261,311.8106475218861,188.86364386935676
GOA,2015,30060,1,1,54261,110,0
GOA,2015,30060,1,2,2723581,171.11560111485576,9.937576875301962
GOA,2015,30060,1,3,24436892.675,201.48936269165,15.35769881684818
GOA,2015,30060,1,4,7975614.491666667,211.0867301208021,12.844541086076305
GOA,2015,30060,1,5,58555087.41548574,263.8203224312906,18.4941300661099
GOA,2015,30060,1,6,21668319.9692959,269.19140407243657,18.463661522412135
GOA,2015,30060,1,7,77553095.74317501,305.4243443478876,26.821449829013446
GOA,2015,30060,1,8,35103608.228608795,332.00642398442295,15.647855588268103
GOA,2015,30060,1,9,85851762.94319281,333.68487721679264,17.661813813923708
GOA,2015,30060,1,10,45656500.152300015,344.39461018266724,19.513942746026746
GOA,2015,30060,1,11,31428918.400735784,346.8962936402774,19.101891000664953
GOA,2015,30060,1,12,30333321.75993311,368.9944545150976,14.734112872379674
GOA,2015,30060,1,13,31848383.261354115,369.162879202428,15.838340710756766
GOA,2015,30060,1,14,22661330.506573427,376.1611765281604,17.977655836119954
GOA,2015,30060,1,15,48886464.54395865,370.1994355926226,13.22666637219237
GOA,2015,30060,1,16,53485507.03321982,371.7248994803411,14.571962598465117
GOA,2015,30060,1,17,26832275.759057466,385.57930844226905,17.639376976822394
GOA,2015,30060,1,18,35512807.72822134,376.4997736635474,13.943745877044694
GOA,2015,30060,1,19,14229518.476996047,376.9993372394509,27.413257828963957
GOA,2015,30060,1,20,27820223.698498026,380.6167908888415,14.708367765801325
GOA,2015,30060,1,21,31701097.87636364,385.18715590188,6.533476818945023
GOA,2015,30060,1,22,22388550.442828283,390.6611998349955,11.830924945288013
GOA,2015,30060,1,23,9508789.88181818,402.2757842237505,6.351101529809617
GOA,2015,30060,1,24,10033452.807272729,385.59196085566725,12.357869381170326
GOA,2015,30060,1,25,18453051.06909091,396.08881580992903,4.880008210246704
GOA,2015,30060,1,26,164194.3333333333,449.99999999999994,8.348560217355656e-6
GOA,2015,30060,1,27,16697393.372929294,393.22169604926717,15.064795948198183
GOA,2015,30060,1,28,2128076.811111111,424.9156078655118,4.9992877460378935
GOA,2015,30060,1,29,15743968.09090909,399.609632200324,12.964129885482299
GOA,2015,30060,1,30,6328347.824444444,407.3932452036338,21.547016004946222
GOA,2015,30060,1,31,3608664.08,390,0
GOA,2015,30060,1,32,3890928.4272727277,405.5616427812752,8.961081698043397
GOA,2015,30060,1,33,6414828.625454545,398.74899302631246,9.921440497817711
GOA,2015,30060,1,34,7781856.854545455,405.5616427812752,8.961081698043397
GOA,2015,30060,1,35,2806164.5454545454,409.99999999999994,6.595511191039349e-6
GOA,2015,30060,1,36,3006321.1454545455,411.9973574709671,7.478722301448777
GOA,2015,30060,1,37,1282154.3,423.1221920793776,7.259184403708823
GOA,2015,30060,1,38,3608664.08,390,0
GOA,2015,30060,1,39,687233.8888888888,434.7784120075569,8.52848279808197
GOA,2015,30060,1,42,200156.6,440,0
GOA,2015,30060,1,51,228343.6,452.3441164981195,32.89429187097374
GOA,2015,30060,1,69,823032,480,0
GOA,2015,30060,1,71,523039.5555555555,430,0
GOA,2015,30060,1,-9,1583031,220.52742492092702,137.7943951867649
GOA,2015,30060,2,2,3076872.333333333,161.40082618529183,6.935043428676363
GOA,2015,30060,2,3,22252541.2,200.54311013551415,11.552331138246318
GOA,2015,30060,2,4,6068947.648484848,228.7360047949684,29.925996149798774
GOA,2015,30060,2,5,49761098.97575758,262.2679743474874,17.53399344908334
GOA,2015,30060,2,6,20562108.25959596,268.5644913792878,22.978718544416616
GOA,2015,30060,2,7,60626138.51132756,301.6348139944554,25.48393784723538
GOA,2015,30060,2,8,58000542.98639335,325.10175621108783,19.918634071802536
GOA,2015,30060,2,9,103674164.20564893,340.9587324914412,17.8681983763233
GOA,2015,30060,2,10,39368263.07427637,352.3678228030517,22.199648615613402
GOA,2015,30060,2,11,32859631.796756595,368.80556418111775,11.905076890152454
GOA,2015,30060,2,12,16486216.289355744,371.78016559742554,10.01671955018619
GOA,2015,30060,2,13,60066474.448552534,376.3777975595867,16.628127796846105
GOA,2015,30060,2,14,35563229.11920711,379.6858722560965,11.45514584166228
GOA,2015,30060,2,15,53471355.92093871,386.6199893802388,10.358753223909208
GOA,2015,30060,2,16,32572394.56901914,394.2033216126973,22.239902302290382
GOA,2015,30060,2,17,51045211.14158122,396.6196170915101,14.264312377278342
GOA,2015,30060,2,18,25327709.073593073,405.60128937073745,13.50169016052642
GOA,2015,30060,2,19,11309502.671212122,398.7220222155783,20.07463856348291
GOA,2015,30060,2,20,34893815.21820745,408.17317575530916,19.023349359518438
GOA,2015,30060,2,21,32280900.735064935,410.2034737016028,8.655626942186087
GOA,2015,30060,2,22,20373033.250945546,403.91905806623237,10.350052673251994
GOA,2015,30060,2,23,12867196.45018797,410.22028821285966,16.56256140382486
GOA,2015,30060,2,24,13865155.543831168,416.70268036430616,14.306272083052422
GOA,2015,30060,2,25,6207188.825396825,421.6749303654307,16.19365241357446
GOA,2015,30060,2,26,36965393.33369123,412.7647681034169,17.661919941328197
GOA,2015,30060,2,27,11203844.758730158,423.9774556568683,15.905917883531748
GOA,2015,30060,2,28,7644859.065277778,429.88453541956665,16.140642354085895
GOA,2015,30060,2,29,2241889.6875,430,0
GOA,2015,30060,2,30,10425753.239880953,418.2740119041654,7.568858089204841
GOA,2015,30060,2,31,8474154.346031746,431.99181176787397,12.210271551355538
GOA,2015,30060,2,32,9246025.219047619,432.8870049083887,12.867392740791315
GOA,2015,30060,2,34,3658346.116071428,433.87184914611777,4.871065145410131
GOA,2015,30060,2,35,749370.1111111111,450,0
GOA,2015,30060,2,36,6165447.142045455,410.9086476739604,14.431245134921626
GOA,2015,30060,2,38,4142501.2666666666,420,0
GOA,2015,30060,2,39,2241889.6875,430,0
GOA,2015,30060,2,40,1603524.7777777778,455.3267319501628,4.9893132025113784
GOA,2015,30060,2,42,278709.5,470,0
GOA,2015,30060,2,51,278709.5,470,0
GOA,2015,30060,2,-9,869983,356.9256525702226,222.23780413906357
GOA,2015,30060,3,1,773043,110,0
GOA,2015,30060,3,2,4341636.071428572,119.94716030765558,28.905233397090484
GOA,2015,30060,3,3,1111828.6904761905,182.06055874700633,11.115991159722666
GOA,2015,30060,3,4,157305.29365079364,190.20690380302338,14.1018400826845
GOA,2015,30060,3,5,37563.490196078434,245.66156750035753,4.956039592506192
GOA,2015,30060,3,6,11163.107843137255,246.35032938504546,4.814209234327799
GOA,2015,30060,3,7,4488.346405228758,243.94852610318367,4.888190119495404
GOA,2015,30060,3,-9,1778660,104.52679545275657,22.818555649257302
GOA,2017,30060,1,2,756237.5,159.46889039488255,9.98588616935696
GOA,2017,30060,1,3,17598585.770833336,200.69610140086573,14.307825014531431
GOA,2017,30060,1,4,17130933.478230104,233.05120939379074,18.172889223729737
GOA,2017,30060,1,5,34484956.346896164,261.2245801057712,14.646419577118024
GOA,2017,30060,1,6,8936026.206703762,301.9142790279025,26.189081085614824
GOA,2017,30060,1,7,36931660.11168507,298.4705236037405,22.33538780332139
GOA,2017,30060,1,8,41345367.54965043,335.693988906406,13.95475303969409
GOA,2017,30060,1,9,70479673.4248898,341.9472455755375,14.241918584500059
GOA,2017,30060,1,10,79878538.86890902,345.54605762040865,15.59673825989989
GOA,2017,30060,1,11,43827374.76129913,355.116875014982,15.959629651302766
GOA,2017,30060,1,12,53977355.222921364,365.7925450902006,19.135320462623522
GOA,2017,30060,1,13,44947443.004390284,368.18339705095167,19.263392887241963
GOA,2017,30060,1,14,48875850.9122807,369.87321290238356,13.132453771301895
GOA,2017,30060,1,15,36206695.48559728,379.36884452501147,14.686908548520147
GOA,2017,30060,1,16,53603296.0720332,374.16378021405995,17.205580392086404
GOA,2017,30060,1,17,64948286.78623914,376.10551855761,17.258284069303393
GOA,2017,30060,1,18,63336176.982946426,377.8636231657611,15.810989407772258
GOA,2017,30060,1,19,46693239.69239046,384.19108122410387,13.556482453738022
GOA,2017,30060,1,20,34589180.52976406,381.32603877245805,13.97488012293464
GOA,2017,30060,1,21,58876008.335536785,383.14726278682036,17.036413877834818
GOA,2017,30060,1,22,34979167.192355886,393.29997729746617,15.599907920590542
GOA,2017,30060,1,23,19176118.287658803,390.346563414701,9.972743871200423
GOA,2017,30060,1,24,27317737.046711605,393.3409376520852,17.381433298072842
GOA,2017,30060,1,25,40661874.158586115,392.1584405303764,14.039952372623766
GOA,2017,30060,1,26,31635209.117442146,399.8325960849999,16.701371914403865
GOA,2017,30060,1,27,20601525.563002333,391.0435626870756,14.52622180846679
GOA,2017,30060,1,28,26870691.53543341,386.66784093323173,14.345849623973914
GOA,2017,30060,1,29,11559748.841197822,396.68687524909654,16.469235340011384
GOA,2017,30060,1,30,26025866.419237748,385.650066359498,12.184330559301213
GOA,2017,30060,1,31,7846247.826160228,406.9872887365807,6.8966406747462985
GOA,2017,30060,1,32,12220675.531047447,396.55575591460894,15.328447261287517
GOA,2017,30060,1,33,1284421.3333333333,429.99999999999994,6.893444370366734e-6
GOA,2017,30060,1,34,6349289.163533835,395.35827957308464,8.857450619585133
GOA,2017,30060,1,35,3402126.6428571427,410,0
GOA,2017,30060,1,36,1040136.6315789473,420,0
GOA,2017,30060,1,37,1284421.3333333333,429.99999999999994,6.893444370366734e-6
GOA,2017,30060,1,41,1284421.3333333333,429.99999999999994,6.893444370366734e-6
GOA,2017,30060,1,50,102452,450,0
GOA,2017,30060,1,-9,506977,394.7909273990733,138.21799137074663
GOA,2017,30060,2,1,111320,100,0
GOA,2017,30060,2,2,423038,150.15417054732671,10.205939362815657
GOA,2017,30060,2,3,8251622.794871795,197.1668482590226,13.987709479028684
GOA,2017,30060,2,4,18540518.24211344,227.22231594465293,19.85238930951849
GOA,2017,30060,2,5,26899210.885654625,262.3031629472378,12.172231112016878
GOA,2017,30060,2,6,4054113.708603896,286.33632570694726,13.149797723252487
GOA,2017,30060,2,7,35505860.47196798,311.16800443474017,19.119959349045867
GOA,2017,30060,2,8,24254469.851715684,338.3874364390326,33.93879796364123
GOA,2017,30060,2,9,95733408.31656101,343.0882722176315,18.72920433361251
GOA,2017,30060,2,10,74608277.58552171,354.95329020559427,17.866333209494105
GOA,2017,30060,2,11,70844389.07314083,364.8790172266775,17.31556942231225
GOA,2017,30060,2,12,63281784.19205291,373.8322832744624,19.777788684671982
GOA,2017,30060,2,13,49754396.37733847,382.72489018599595,19.318358710121448
GOA,2017,30060,2,14,37774160.59170498,392.05100405560114,20.283065464794717
GOA,2017,30060,2,15,49664119.95218885,392.440875265072,17.913477921977208
GOA,2017,30060,2,16,57231063.00332683,388.73885826968495,17.102002073740508
GOA,2017,30060,2,17,64832498.6073967,395.60624549514654,16.857382478996502
GOA,2017,30060,2,18,56921523.43375055,396.87316631763144,14.41454506806593
GOA,2017,30060,2,19,35439319.14091374,403.0811175104306,13.453007052868521
GOA,2017,30060,2,20,37026082.22769341,407.0491010333295,15.91856455511779
GOA,2017,30060,2,21,39310766.11855893,401.67153165281127,20.426717044786887
GOA,2017,30060,2,22,28391257.321688034,413.54826737936406,21.016639384527515
GOA,2017,30060,2,23,11463836.89102564,416.2496341121035,13.475164561380364
GOA,2017,30060,2,24,27088977.675100006,411.10327500294204,14.51257711234101
GOA,2017,30060,2,25,29488811.786762644,412.89540771595125,17.079564659740644
GOA,2017,30060,2,26,15258407.688709643,415.888280517376,23.128773210365818
GOA,2017,30060,2,27,19281917.091745697,410.934416115624,17.139306221867773
GOA,2017,30060,2,28,13222082.396021597,421.74365297207453,14.84818315050976
GOA,2017,30060,2,29,7382654.942455243,417.41395308570407,9.94756457504513
GOA,2017,30060,2,30,23584866.607132707,423.6556875235451,15.184185457662494
GOA,2017,30060,2,31,2944985.7391304346,440,0
GOA,2017,30060,2,32,7706052.140522876,420.0553646707076,14.23619996340691
GOA,2017,30060,2,33,3104719.25,427.4240432528642,15.551376527310298
GOA,2017,30060,2,34,7062848.342455243,420.4240275058364,11.896094198850154
GOA,2017,30060,2,35,1896941.5,470,0
GOA,2017,30060,2,36,1896941.5,470,0
GOA,2017,30060,2,37,4491803.826086957,428.74180575155395,9.920531600333
GOA,2017,30060,2,38,4086381.1630434785,430.44513630957516,14.581272348154918
GOA,2017,30060,2,39,2208673.4,430,0
GOA,2017,30060,2,47,576239.25,460,0
GOA,2017,30060,2,53,981661.9130434783,440,0
GOA,2017,30060,2,-9,1051322,486.387586296111,8.32787366738291
GOA,2017,30060,3,1,7777818,99.80010331946569,1.9894659906106251
GOA,2017,30060,3,2,586688.2857142857,151.2734287226753,12.219756279274312
GOA,2017,30060,3,3,484348.50793650793,168.44038511427362,16.311662948681246
GOA,2017,30060,3,4,79528.19444444444,189.05154231765167,23.781205631647346
GOA,2017,30060,3,5,4050.5297619047615,225.5612801970348,8.310966404099226
GOA,2017,30060,3,7,1050.5238095238094,230,0
GOA,2017,30060,3,8,898.9583333333333,209.99999999999997,4.0713672140937364e-6
GOA,2017,30060,3,9,19491.710144927536,390,0
GOA,2017,30060,3,11,19491.710144927536,390,0
GOA,2017,30060,3,12,116950.26086956522,390,0
GOA,2017,30060,3,13,39593.291257597004,390.30806783087274,2.4630166115983894
GOA,2017,30060,3,14,39288.35577372604,390.15522944539964,1.7551332505742328
GOA,2017,30060,3,15,117560.13183730716,390.10375472674457,1.4367774676539984
GOA,2017,30060,3,16,137051.8419822347,390.0889985802337,1.3311840058338023
GOA,2017,30060,3,17,156848.4876110332,390.1166484249286,1.5229450559746038
GOA,2017,30060,3,18,137966.64843384761,390.22102115789033,2.0908306496599436
GOA,2017,30060,3,19,59389.93688639551,390.30806783087274,2.46301661159024
GOA,2017,30060,3,20,39593.291257597004,390.30806783087274,2.4630166115983894
GOA,2017,30060,3,21,98983.22814399251,390.30806783087274,2.4630166115954557
GOA,2017,30060,3,22,78881.64703132305,390.23194405442615,2.1412807018525593
GOA,2017,30060,3,23,38983.42028985507,390,0
GOA,2017,30060,3,24,40813.033193080875,390.89658266493956,4.138573766850231
GOA,2017,30060,3,25,98983.22814399251,390.30806783087274,2.4630166115954557
GOA,2017,30060,3,26,20711.452080411407,391.1778429930922,4.708454708865688
GOA,2017,30060,3,27,40203.16222533894,390.60678905238706,3.4303918280024237
GOA,2017,30060,3,28,40203.16222533894,390.60678905238706,3.4303918280024237
GOA,2017,30060,3,29,304.93548387096774,410,0
GOA,2017,30060,3,30,609.8709677419355,410,0
GOA,2017,30060,3,31,609.8709677419355,410,0
GOA,2017,30060,3,32,609.8709677419355,410,0
GOA,2017,30060,3,34,20101.58111266947,390.60678905238706,3.4303918280024237
GOA,2017,30060,3,35,609.8709677419355,410,0
GOA,2017,30060,3,-9,6517912,108.60840557528239,7.243250308933816
GOA,2021,30060,1,31,12681528.026470589,379.68313402557595,9.994978536956385
GOA,2021,30060,1,32,16377659.223263543,384.18430696650324,19.954900281045592
GOA,2021,30060,1,33,9644090.77798574,396.1465926265345,18.897050434940507
GOA,2021,30060,1,34,6617772.385028249,393.24612988083663,17.7075926349651
GOA,2021,30060,1,35,3705043.0153297684,404.51055895126336,12.788492213427517
GOA,2021,30060,1,36,2927452.543137255,394.1564975199407,19.1272966925687
GOA,2021,30060,1,37,2029082.0508474577,408.0949658951149,18.41792121583435
GOA,2021,30060,1,54,252824.75,440,0
GOA,2021,30060,1,55,1134019.4545454546,410,0
GOA,2021,30060,1,56,1134019.4545454546,410,0
GOA,2021,30060,1,65,252824.75,440,0
GOA,2021,30060,1,-9,6114404,284.8992183048421,43.96333291556686
GOA,2021,30060,2,1,35023,100,0
GOA,2021,30060,2,2,616590,144.7490390697222,7.365427871768672
GOA,2021,30060,2,3,10494432.1654296,194.70828926476707,18.40923232097698
GOA,2021,30060,2,4,42844755.31538257,232.67649341966202,34.61614569586317
GOA,2021,30060,2,5,44380448.92501534,255.68297852759974,23.005517852287422
GOA,2021,30060,2,6,9699385.04032634,291.22486105328284,32.1687929970455
GOA,2021,30060,2,7,41670583.57016317,320.7885312997018,19.775361129544464
GOA,2021,30060,2,8,50233397.87167832,345.0580055991736,19.099510788218627
GOA,2021,30060,2,9,73295333.22482517,349.34222075200506,17.268591295655554
GOA,2021,30060,2,10,102255128.41130535,360.41291535735445,14.462234558220953
GOA,2021,30060,2,11,77054360.35850815,361.79112988815535,13.111080073038112
GOA,2021,30060,2,12,86961018.63567808,362.96234512612574,19.350488382404855
GOA,2021,30060,2,13,58785679.74068974,363.58128696468793,17.763322449019963
GOA,2021,30060,2,14,41136972.84688608,372.62588306249813,18.52268800349545
GOA,2021,30060,2,15,40589538.98109832,380.3004106440872,20.03229725227536
GOA,2021,30060,2,16,25043249.96152353,390.8043335615057,18.474742579001838
GOA,2021,30060,2,17,33204276.67264635,386.1231240251942,17.448562280245376
GOA,2021,30060,2,18,32844797.63008891,393.5354027124885,14.18872776616841
GOA,2021,30060,2,19,51659673.05465214,388.1512228955202,18.180286204810866
GOA,2021,30060,2,20,21504915.278796554,401.11811524302357,11.927286356326306
GOA,2021,30060,2,21,33096161.935723513,395.91415454454625,18.848798772667127
GOA,2021,30060,2,22,38417393.26095819,405.2226263381002,14.087979952591583
GOA,2021,30060,2,23,15985951.566553362,412.095843959555,8.892051943206097
GOA,2021,30060,2,24,24376608.810516104,399.5956055937738,24.5658551114479
GOA,2021,30060,2,25,37538238.97362118,400.5774082296552,16.02737558253856
GOA,2021,30060,2,26,21575697.592054233,419.4683998682898,9.140901007711019
GOA,2021,30060,2,27,10991676.054878049,425.2538521842965,5.943062909759652
GOA,2021,30060,2,28,9439887.612105828,407.72748378091507,14.632367753309147
GOA,2021,30060,2,29,4622833.871189024,424.9748355831755,7.04913918620288
GOA,2021,30060,2,30,26966973.162616797,407.17140612936015,20.095556897792594
GOA,2021,30060,2,31,14664534.115505226,418.4734347701379,9.973886714679173
GOA,2021,30060,2,32,5606555.756605691,426.2515050944966,8.112988243768662
GOA,2021,30060,2,33,4142738.4616361787,431.1748029392172,9.966977435441022
GOA,2021,30060,2,34,3241878.8464285713,415.28130663144975,11.42571657306942
GOA,2021,30060,2,35,2887432.0625,431.9765378462476,3.9822953939668735
GOA,2021,30060,2,36,2893761.9024390243,420,0
GOA,2021,30060,2,37,2157117.260869565,401.1788510741298,9.639418866062178
GOA,2021,30060,2,38,3289835.569105691,423.6117944956228,9.76262133804617
GOA,2021,30060,2,46,31786.5,480,0
GOA,2021,30060,2,-9,743179,443.91793901603785,100.77036401651509
GOA,2021,30060,3,1,10756,100,0
GOA,2021,30060,3,2,2690.6666666666665,160,0
GOA,2021,30060,3,3,12422.075757575756,169.35098437898316,23.81444934641231
GOA,2021,30060,3,4,19284.757575757576,220.23339204930252,24.25440013041338
GOA,2021,30060,3,5,16594.090909090908,230,0
GOA,2021,30060,3,6,1659.409090909091,230,0
GOA,2021,30060,3,9,1038.3548387096773,390,0
GOA,2021,30060,3,10,2076.7096774193546,390,0
GOA,2021,30060,3,11,1038.3548387096773,390,0
GOA,2021,30060,3,12,7456.3766513056835,391.64456233421754,3.7068906203215928
GOA,2021,30060,3,13,8682.624270353303,392.8246013667426,4.50195966067634
GOA,2021,30060,3,14,9246.302611367126,396.6310160427808,4.7264983516499
GOA,2021,30060,3,15,9908.871889400922,393.71257485029946,4.831411438067615
GOA,2021,30060,3,16,10284.657450076804,395.96153846153845,4.906673393141309
GOA,2021,30060,3,17,12173.474347158219,394.02924451665314,4.904858182612636
GOA,2021,30060,3,18,15288.538863287251,393.2082794307891,4.667947879087207
GOA,2021,30060,3,19,28777.262672811063,396.39175257731955,4.802397813961948
GOA,2021,30060,3,20,20856.09861751152,393.52773826458036,4.778330815507821
GOA,2021,30060,3,21,26324.767434715824,396.0555972952667,4.887301336137362
GOA,2021,30060,3,22,12737.152688172042,396.7391304347826,4.687795359312053
GOA,2021,30060,3,23,8020.0549923195085,396.1159062885327,4.873884811440424
GOA,2021,30060,3,24,13399.721966205836,394.5756457564576,4.9819598027203265
GOA,2021,30060,3,25,22270.23901689708,394.40497335701605,4.964468077657177
GOA,2021,30060,3,26,10284.657450076804,395.96153846153845,4.906673393141309
GOA,2021,30060,3,27,6605.9145929339475,393.7125748502994,4.831411438070728
GOA,2021,30060,3,28,4717.097695852534,397.7987421383648,4.14331297911963
GOA,2021,30060,3,29,4717.097695852534,397.7987421383648,4.14331297911963
GOA,2021,30060,3,30,6981.7001536098305,397.0254957507083,4.5713637969215615
GOA,2021,30060,3,31,4153.419354838709,390,0
GOA,2021,30060,3,32,4529.204915514592,395.41484716157214,4.9827604630839435
GOA,2021,30060,3,34,2452.495238095238,400,0
GOA,2021,30060,3,35,1038.3548387096773,390,0
GOA,2021,30060,3,37,2452.495238095238,400,0
GOA,2021,30060,3,-9,320919,354.5208915645381,84.69609879395294
GOA,2019,30060,1,1,760128,108.83491990822598,3.2083312325088436
GOA,2019,30060,1,2,40542258.27857143,147.6488555351827,12.385479422135363
GOA,2019,30060,1,3,96383149.86536796,196.37404284382336,15.884256923872767
GOA,2019,30060,1,4,18511338.046536796,230.25074312039646,29.15679669390277
GOA,2019,30060,1,5,47139482.96605241,273.6335906826673,23.768712536462363
GOA,2019,30060,1,6,45537453.01601732,291.2907539761783,25.18716429675282
GOA,2019,30060,1,7,38076904.08341744,315.2328349954031,15.262820296462008
GOA,2019,30060,1,8,36046128.94244303,340.8376248567985,17.613121399232817
GOA,2019,30060,1,9,60335344.3646047,346.28920217618366,14.03582322253489
GOA,2019,30060,1,10,77130517.4747533,347.01228151341877,16.896856466654413
GOA,2019,30060,1,11,63943908.95034293,358.9163054701599,15.094238536401472
GOA,2019,30060,1,12,58883194.98739126,365.75250616569764,15.051581325136647
GOA,2019,30060,1,13,36397969.08675119,364.6199995809009,16.826922168879417
GOA,2019,30060,1,14,22794304.73163916,375.7723369241864,14.656254736058926
GOA,2019,30060,1,15,29372334.694632202,376.7726501254751,14.220248662098172
GOA,2019,30060,1,16,28547329.51682995,379.18619875169543,16.79879518237246
GOA,2019,30060,1,17,37067989.794682644,377.2318291808227,14.083773906280616
GOA,2019,30060,1,18,32451947.76353136,382.23577412630334,16.658060953225846
GOA,2019,30060,1,19,30321578.136343367,378.38000626463844,16.12385000625796
GOA,2019,30060,1,20,24892916.75715067,375.67577757999976,19.10143761202228
GOA,2019,30060,1,21,35163416.17207977,384.21340958086665,7.972884271163351
GOA,2019,30060,1,22,23956571.772618603,388.4802298719091,13.743594995028811
GOA,2019,30060,1,23,16444751.101709401,395.2847375279439,11.34461535153399
GOA,2019,30060,1,24,31736202.200197488,387.15386790766274,17.23197253945198
GOA,2019,30060,1,25,27048992.22298951,388.79674427564186,17.31392130546261
GOA,2019,30060,1,26,14476608.106740464,391.25155066070795,23.924239693183225
GOA,2019,30060,1,27,12662152.747435898,391.63231386969665,14.815823454602825
GOA,2019,30060,1,28,14019218.842266992,401.14153523953746,17.812133396458048
GOA,2019,30060,1,29,5890421.28062678,400.9286881204572,12.922517859296052
GOA,2019,30060,1,30,5056070.198677249,417.59676074013066,12.877379277281557
GOA,2019,30060,1,31,14120974.065059014,394.85235922398255,15.51817415598401
GOA,2019,30060,1,32,9647829.756695157,392.40134192763253,10.691145449387694
GOA,2019,30060,1,33,7431838.153846154,376.7222960038792,8.182078008917772
GOA,2019,30060,1,34,4547269.5575498575,391.7208421056182,11.86777001327138
GOA,2019,30060,1,35,4350621.138888888,401.59661569652883,7.830418007919073
GOA,2019,30060,1,36,3061241.2014245014,394.5482252829835,4.9795481326174125
GOA,2019,30060,1,37,2019459.7486772486,409.31642662536456,13.881534270212093
GOA,2019,30060,1,38,1220287.7037037036,410,0
GOA,2019,30060,1,39,1658062.1153846153,380.00000000000006,NA
GOA,2019,30060,1,40,1658062.1153846153,380.00000000000006,NA
GOA,2019,30060,1,41,1392321.462962963,400,0
GOA,2019,30060,1,48,131955,460,0
GOA,2019,30060,1,49,1658062.1153846153,380.00000000000006,NA
GOA,2019,30060,1,50,627138.2857142857,430.00000000000006,NA
GOA,2019,30060,1,57,1694411.7384615385,391.2035799526812,9.738469669922864
GOA,2019,30060,1,59,1668919.7384615385,390,0
GOA,2019,30060,1,-9,2386730,123.5857093177695,43.15441575578285
GOA,2019,30060,2,1,1081756.3333333333,130,0
GOA,2019,30060,2,2,24836816.566666666,147.19461388514475,10.719037629145184
GOA,2019,30060,2,3,82749375.79642858,195.675571042265,13.840598722087735
GOA,2019,30060,2,4,16339747.654761905,242.05655452059375,29.87931692296005
GOA,2019,30060,2,5,53946734.163095236,269.45174570374564,26.159277426663
GOA,2019,30060,2,6,26123671.985714287,300.2034462533974,25.86689027575029
GOA,2019,30060,2,7,54475528.70246203,323.06621759846473,19.603390421904887
GOA,2019,30060,2,8,25737277.588205807,338.62437756752587,14.63052719573352
GOA,2019,30060,2,9,74418973.52189639,341.4237964315704,24.03593462321223
GOA,2019,30060,2,10,49693205.08795781,360.5259741425872,18.759846132976953
GOA,2019,30060,2,11,66198053.72260073,365.39078489117617,18.06868415252355
GOA,2019,30060,2,12,55775674.19752515,370.94141200895905,13.239587765358024
GOA,2019,30060,2,13,46610421.71444767,381.42188266744455,12.783044147857993
GOA,2019,30060,2,14,31155779.830578215,384.52351771049194,11.886078644674162
GOA,2019,30060,2,15,7095000.642857143,400,0
GOA,2019,30060,2,16,35939262.10396755,394.8112677124134,17.870353821856547
GOA,2019,30060,2,17,29637434.400777917,396.49205530059004,16.156531039550313
GOA,2019,30060,2,18,27974496.918528713,403.8199300391482,18.977913838179035
GOA,2019,30060,2,19,38372439.232362926,385.40175821517477,17.699943479882474
GOA,2019,30060,2,20,25571168.621300686,397.1778689249541,19.955282281201274
GOA,2019,30060,2,21,33352148.67128914,402.8555248892832,15.96003729906144
GOA,2019,30060,2,22,34522092.650555566,398.8249560317824,18.432067043073435
GOA,2019,30060,2,23,18003872.25933658,395.90330671736456,12.301347899148972
GOA,2019,30060,2,24,19773105.099699363,416.30832709244794,24.42684667064281
GOA,2019,30060,2,25,22696734.54870535,402.49350482438336,12.967488047927517
GOA,2019,30060,2,26,8138837.490965556,417.80218012566297,13.50348872139211
GOA,2019,30060,2,27,20245355.427649677,410.78239343428,20.4426926192568
GOA,2019,30060,2,28,11040668.560934294,403.3621870041101,11.170950618359308
GOA,2019,30060,2,29,6459608.002839021,404.8355269030495,17.63068592469728
GOA,2019,30060,2,30,14391206.640259739,425.5083974149033,15.95469140421886
GOA,2019,30060,2,31,8066933.783455675,412.9245892002666,17.19484412743927
GOA,2019,30060,2,32,6401678.023618242,402.48590682027276,16.15786592195796
GOA,2019,30060,2,33,3979920.1847543763,419.1785767799369,7.891988487660039
GOA,2019,30060,2,34,2890536.706493506,415.1002062680793,4.998995769535379
GOA,2019,30060,2,37,1089383.4782608696,430,0
GOA,2019,30060,2,38,1474233.342857143,420,0
GOA,2019,30060,2,41,1578579,450,0
GOA,2019,30060,2,42,803113,470,0
GOA,2019,30060,2,51,16451,500,0
GOA,2019,30060,2,60,1578579,450,0
GOA,2019,30060,2,61,1474233.342857143,420,0
GOA,2019,30060,2,-9,1837923,165.13431737891088,122.24785746216398
GOA,2019,30060,3,1,143086.88095238095,116.39694764203367,11.368142868676955
GOA,2019,30060,3,2,3427822.0216117217,136.25668141620005,13.218174334202384
GOA,2019,30060,3,3,294975.138756942,181.34485294952984,19.183140004813602
